ds,yhat,yhat_lower,yhat_upper
2013-04-01,8546274.080239512,6294231.041481782,10814102.291243186
2013-04-02,7656990.449825102,5397893.688216201,10073786.173911247
2013-04-03,7152462.440133217,4869482.381537045,9511064.710713603
2013-04-04,6807105.927762287,4535195.584346371,9053427.919916429
2013-04-05,7299159.420606672,5011414.825942504,9504431.42601012
2013-04-06,6331290.675458256,4002817.739438,8630933.456180312
2013-04-07,213709.8928844398,-2029529.4034081723,2375574.2244617417
2013-04-08,8406265.779667672,6065892.064398565,10676740.941918503
2013-04-09,7515113.093433608,5343469.11818644,9675184.97494238
2013-04-10,7012032.774646215,4709212.831225943,9421838.107989114
2013-04-11,6671551.091389908,4341816.722436605,8867573.7889741
2013-04-12,7171921.037774361,4891029.707408367,9510986.975015637
2013-04-13,6215725.643118544,3978978.0875976966,8509523.73151829
2013-04-14,112990.83120329306,-2109744.394455264,2414749.285138506
2013-04-15,8323284.177626325,6030584.840977405,10651352.768235445
2013-04-16,7452388.145314506,5156047.822568989,9483055.795005038
2013-04-17,6971628.776213632,4550101.280443339,9194914.883725923
2013-04-18,6655006.048770115,4210977.3828017395,9161206.41746975
2013-04-19,7180188.843090964,4912320.911251969,9381233.700044477
2013-04-20,6249133.797579933,4067059.079140926,8656717.590004621
2013-04-21,171215.25839610584,-1936848.8280076592,2493745.3763431245
2013-04-22,8405342.182424007,6157562.273958921,10658664.349934464
2013-04-23,7556650.047631513,5221301.254682615,10002759.024523798
2013-04-24,7095848.203193875,4787000.952080178,9515738.408806525
2013-04-25,6796368.31760118,4531583.794430951,9124916.024966333
2013-04-26,7335376.327043395,5012090.8226828305,9749184.228605442
2013-04-27,6414406.655432992,3949011.2737865867,8751537.182932045
2013-04-28,342505.43916084897,-1872879.7672624497,2598226.8944222457
2013-04-29,8578358.204962207,6354542.8110553995,10863940.220274273
2013-04-30,7726989.713829691,5327167.27054715,10076238.636648292
2013-05-01,7259116.141621228,4978000.521910756,9610986.477647152
2013-05-02,6948295.080597131,4617459.496247609,9207544.44466319
2013-05-03,7471935.69452631,5147167.891637685,9787325.723843416
2013-05-04,6531927.799744014,4173790.4072736776,8903520.478021266
2013-05-05,437776.7390854629,-1818116.88707667,2799189.3952525645
2013-05-06,8648719.697817039,6301443.607281033,11044764.443517422
2013-05-07,7770411.47525387,5451407.962907383,9896309.478484241
2013-05-08,7274260.260906023,4891570.094675585,9635647.469289208
2013-05-09,6934559.3497880325,4761544.197798175,9250951.146308482
2013-05-10,7429477.6253508795,5151876.022529196,9770180.094228763
2013-05-11,6461668.1479869345,4173556.3758388674,8756357.858605392
2013-05-12,341382.27159978636,-2075621.3548511227,2671914.4331837073
2013-05-13,8528565.530905565,6200412.264273343,10854021.18169305
2013-05-14,7629523.887943653,5392989.887173684,9807577.621386983
2013-05-15,7116241.441057552,4840163.66603545,9409930.410592278
2013-05-16,6763496.044565226,4527146.802739727,9038618.550841095
2013-05-17,7249836.127826693,4894313.531424744,9441860.26839588
2013-05-18,6278178.442894358,3945528.956208198,8534352.154162277
2013-05-19,158914.47675070725,-2206132.393959968,2371977.361064186
2013-05-20,8352001.994315997,6098991.1190880705,10719120.620786333
2013-05-21,7463630.4308581995,5072834.399112381,9784674.89519367
2013-05-22,6965541.267467743,4536557.759629233,9323025.859364474
2013-05-23,6632149.769157378,4193219.6577434097,8834670.311987784
2013-05-24,7141531.2076725485,4710693.56158221,9325840.433809733
2013-05-25,6196031.039422493,3850791.583638306,8588709.816478295
2013-05-26,105386.42871638853,-2141922.156456325,2263261.4331569406
2013-05-27,8328835.163204677,6088223.333112814,10533938.650390035
2013-05-28,7471800.195832505,5334175.823447677,9747613.230960594
2013-05-29,7005230.413984116,4922613.169864722,9305482.198932312
2013-05-30,6702743.447970583,4384625.389274286,9131079.313632036
2013-05-31,7241633.055759282,4875580.908953729,9614984.011939509
2013-06-01,6323499.967352413,4049226.8578939294,8581108.260165222
2013-06-02,257393.01024316996,-2080666.6077791753,2437845.3457061504
2013-06-03,8501936.02048415,6164271.800323213,10701486.38557615
2013-06-04,7662028.285427711,5363989.532641395,10191376.992002914
2013-06-05,7208198.686359076,4870665.444061301,9504192.087665377
2013-06-06,6913758.996383892,4784191.584402386,9197288.40369579
2013-06-07,7455818.595599903,5078600.62096303,9788499.480539043
2013-06-08,6535919.303990501,4254274.486348772,8872980.027044635
2013-06-09,463177.06295325886,-1833704.146047507,2974269.2306973455
2013-06-10,8696405.982063992,6411411.307042155,10961075.934460914
2013-06-11,7840812.59954335,5584624.00230577,10343422.089791577
2013-06-12,7367340.72476455,5030239.437329846,9570007.276071873
2013-06-13,7049812.602738908,4830831.930951557,9425926.787168859
2013-06-14,7565929.026384257,5258854.352677838,9845159.584875207
2013-06-15,6617887.526504858,4327953.862859463,8962160.323344171
2013-06-16,515505.85549928155,-1702286.1732337822,2883847.541807192
2013-06-17,8718326.805419957,6334149.1013821745,10897419.996300844
2013-06-18,7832292.757402884,5680544.304062889,10185742.783312157
2013-06-19,7329070.888216719,5045824.607689894,9669014.630898476
2013-06-20,6983175.322898847,4618281.494897313,9453402.880500965
2013-06-21,7472949.385375035,5231549.84823009,9564001.98208604
2013-06-22,6501167.5637899125,4393986.516814264,8891440.413107255
2013-06-23,378144.8417326519,-2082590.4923703622,2806117.344254753
2013-06-24,8563829.805993788,6289336.251520566,10811517.415642664
2013-06-25,7664470.223401193,5494783.120862447,9850616.83846727
2013-06-26,7151932.225700344,4827430.037064039,9409292.369920628
2013-06-27,6800819.516691803,4542049.857471271,9038473.714075388
2013-06-28,7289455.787310395,5001116.408455062,9576726.547238734
2013-06-29,6320489.900152614,4109725.8455419634,8614429.666314617
2013-06-30,204011.3490920486,-2101726.2197966897,2403591.421815838
2013-07-01,8399652.17774981,6130499.235850319,10563387.797671823
2013-07-02,7513263.749628912,5207399.145378091,9736486.960149199
2013-07-03,7016249.134848524,4771432.035826054,9356280.993444823
2013-07-04,6682697.112310354,4549460.028944677,8937640.01835078
2013-07-05,7190380.508090941,4988131.768268677,9475398.75641472
2013-07-06,6241377.943118504,3955656.7089645183,8475320.293276628
2013-07-07,145205.99670324754,-2212392.0548613225,2542923.494607546
2013-07-08,8360937.47329112,5961245.79159924,10647000.295277996
2013-07-09,7493893.685072207,5186094.4425772345,9848349.596581064
2013-07-10,7014991.07655371,4644458.31554868,9372201.043771487
2013-07-11,6697887.7845689375,4415481.009126388,9146803.315375904
2013-07-12,7219992.515531493,4842586.201535459,9468397.510216808
2013-07-13,6283094.537479188,3906337.9188925317,8503230.190596681
2013-07-14,196501.59317405894,-2086397.8754305623,2502471.3211537576
2013-07-15,8419161.300238652,6233520.026351435,10837008.170554444
2013-07-16,7556353.913156677,5126550.036812751,9830896.764049198
2013-07-17,7079036.816757673,4957405.008120413,9290680.60581576
2013-07-18,6760986.469165999,4582311.047527119,9062950.99241137
2013-07-19,7279800.375533072,4881005.409935892,9499246.041164802
2013-07-20,6337518.158112537,3932395.239439042,8768051.30590963
2013-07-21,243748.85520103946,-2152366.0826953547,2616480.7835491598
2013-07-22,8457780.391135097,6141386.834867294,10641132.027781244
2013-07-23,7585259.501818897,5355984.517057284,9953559.243150381
2013-07-24,7097522.91988762,4832709.269358997,9385495.065198328
2013-07-25,6768725.978961922,4539467.351445537,9236223.616754344
2013-07-26,7276831.655217581,5219268.890049358,9629080.034702787
2013-07-27,6324219.528979769,4280153.416736191,8775791.635846484
2013-07-28,220802.18367485795,-1992714.2313325177,2563282.4759184276
2013-07-29,8426125.32508879,6050481.298725757,10762143.006548667
2013-07-30,7546040.190864889,5414058.032736159,9711346.069172192
2013-07-31,7052029.276333053,4768963.577767743,9311447.325376587
2013-08-01,6718249.35163007,4349145.78203134,8976141.697081326
2013-08-02,7222766.547476463,4880050.308988781,9593696.349302707
2013-08-03,6267919.628763169,3892472.178930397,8573654.387146559
2013-08-04,163522.262347579,-2092058.7431936138,2401149.3168555256
2013-08-05,8368968.730636338,6108778.447025381,10756556.394676745
2013-08-06,7489913.781560546,5329208.1564197,10075877.997026576
2013-08-07,6997607.36314562,4862956.32249617,9287006.914800309
2013-08-08,6666030.226708495,4261662.770337282,8950395.486804252
2013-08-09,7172893.124734399,4728075.986105671,9388955.723605368
2013-08-10,6220258.690672439,3944009.081195027,8387050.811503397
2013-08-11,117673.03148212843,-2285303.618258617,2519061.8776583155
2013-08-12,8324282.753653764,6037343.139666132,10625342.151997741
2013-08-13,7445525.3766553495,5039761.385045969,9732154.110728528
2013-08-14,6952473.507109176,4679683.1897492455,9119037.63348997
2013-08-15,6618978.4203790575,4479266.11015084,9020267.748828998
2013-08-16,7122675.4880865235,4782522.0610440625,9339742.94153645
2013-08-17,6165610.309144743,4021250.3759977883,8542368.440017218
2013-08-18,57372.4125745818,-2161930.6028080424,2238444.499277052
2013-08-19,8257212.1619738545,6029655.243113147,10375435.034902664
2013-08-20,7370728.79996783,5060359.923537873,9784323.217122216
2013-08-21,6869210.066969485,4534666.529185229,9267959.465483421
2013-08-22,6526769.175943411,4337485.109996567,8882645.71487355
2013-08-23,7021341.787720648,4796387.79673361,9295457.671666166
2013-08-24,6055302.114937619,3647895.0552400877,8356450.139125004
2013-08-25,-61414.65199095197,-2405098.0858746385,2107485.8177007595
2013-08-26,8130792.4052819945,5942927.775806878,10546771.366514763
2013-08-27,7237865.350539135,5105203.894834341,9680049.055702861
2013-08-28,6731414.338055001,4414509.857221923,8885763.855748028
2013-08-29,6385842.29969654,4182536.371328542,8535990.388832847
2013-08-30,6879330.444369115,4531640.357639601,9138261.325715601
2013-08-31,5914345.060680133,3784325.157418201,8298625.147006121
2013-09-01,-198951.60600746237,-2539563.9608959267,2348233.447236601
2013-09-02,7999099.507467524,5662967.337391994,10298867.564644482
2013-09-03,7114424.150722852,4977443.838996315,9536808.636343049
2013-09-04,6618539.485684473,4265428.998842008,8721052.18145475
2013-09-05,6285679.049179746,4049642.7082665674,8556343.899090191
2013-09-06,6793781.065577421,4333597.763335099,9222695.537997512
2013-09-07,5845099.603343101,3586383.7696145023,8076015.5918009905
2013-09-08,-250673.98114518356,-2416827.3871761584,1945713.9103307293
2013-09-09,7965696.81248875,5637747.860361691,10045638.370093144
2013-09-10,7099676.231943267,4987228.249676683,9386275.000081724
2013-09-11,6622294.3407543795,4143475.825563267,8816834.398978574
2013-09-12,6307286.493518399,4056836.2750191926,8761365.802567443
2013-09-13,6832096.891250251,4670697.8909527445,9047319.858182535
2013-09-14,5898505.238343497,3630200.5034697484,8209590.231566657
2013-09-15,-184236.54351592902,-2473749.3360349075,1919605.5641078898
2013-09-16,8042718.090182323,5789376.95935047,10417364.018060965
2013-09-17,7184506.262512872,4712136.461719052,9366868.709717184
2013-09-18,6711905.452016295,4446297.621847006,9021987.640479079
2013-09-19,6398482.628390461,4209681.991456505,8799649.178862864
2013-09-20,6921605.073872675,4694175.598400563,9280127.314969707
2013-09-21,5983071.633773939,3761227.4364450336,8144078.324422105
2013-09-22,-107748.84805058874,-2229348.921645126,2370625.5377231063
2013-09-23,8108203.612342725,5792531.01365547,10422050.984508445
2013-09-24,7236371.822978422,5026872.510068051,9500859.766347228
2013-09-25,6747923.983640503,4311832.793636819,9149620.771810142
2013-09-26,6416892.838779394,4237690.425467553,8604193.68565962
2013-09-27,6921173.993815326,4490439.860900465,9207369.717336986
2013-09-28,5963142.474715568,3636713.511155572,8202237.490463164
2013-09-29,-147225.30554035772,-2290389.76685801,2076238.4525896513
2013-09-30,8049397.462254278,5651310.782563637,10263451.534324225
2013-10-01,7159424.179171035,4932908.7900594985,9511249.798096793
2013-10-02,6654615.542562452,4338358.011921411,8885637.070535446
2013-10-03,6309554.606354591,4100411.360249562,8734371.669341218
2013-10-04,6802627.561896825,4597172.177795072,8992585.091524912
2013-10-05,5836624.23173706,3835704.3426123406,8220159.396282991
2013-10-06,-278154.0381751228,-2693541.2097191103,1969269.872434567
2013-10-07,7918197.376352982,5490423.216189825,10369295.02313069
2013-10-08,7031850.756571553,4807763.997517085,9324389.087820144
2013-10-09,6534564.265985066,4105786.274456602,8977616.96288088
2013-10-10,6200800.5301062595,3815778.934130414,8518985.568971401
2013-10-11,6708708.858795755,4459917.576089494,9102183.273285383
2013-10-12,5760730.776286555,3587998.5644528456,8021440.443774196
2013-10-13,-333283.5317035159,-2544972.9526044903,1852661.7151381166
2013-10-14,7886028.424917806,5524908.558410497,10173156.55679747
2013-10-15,7024220.752633128,4614808.462772899,9371792.994836064
2013-10-16,6552374.991581332,4295605.824793646,8836637.860422425
2013-10-17,6244238.472928162,4000941.550705668,8464631.880852219
2013-10-18,6777227.9558651885,4429267.399402913,8963282.895203333
2013-10-19,5853057.601105716,3581584.6088604294,8148377.5565270595
2013-10-20,-219121.76229845826,-2434552.233032983,2040665.501537731
2013-10-21,8019403.526399413,5791621.715824568,10162833.574436199
2013-10-22,7173610.810515049,4873643.331089624,9493653.444601614
2013-10-23,6714096.823904746,4509789.402488907,8975510.084187256
2013-10-24,6414233.658909164,4162104.6410550615,8685266.92242507
2013-10-25,6951187.1552239545,4646951.242828669,9372803.001413787
2013-10-26,6026556.2601524405,3705466.468879326,8335896.562214333
2013-10-27,-50480.10125759337,-2359860.233619833,2288690.0718807834
2013-10-28,8178966.639893059,5881901.632653918,10426278.69608385
2013-10-29,7320194.745526301,4997230.255470883,9633858.44070931
2013-10-30,6843736.598945102,4398947.430443761,9094706.024075566
2013-10-31,6524083.408643809,4357705.155841402,8780274.521213215
2013-11-01,7039111.615070193,4767290.886023346,9302416.406732196
2013-11-02,6091230.745932567,3684125.836204598,8372197.565441877
2013-11-03,-9490.781827230006,-2240098.6386787198,2244040.2116900263
2013-11-04,8196779.981755654,5896237.740456209,10434770.938786644
2013-11-05,7316314.207065708,5061177.902278674,9573459.656178173
2013-11-06,6821143.796271336,4556368.723234512,9157778.195391398
2013-11-07,6486178.919409433,4274672.768371346,8812172.471612576
2013-11-08,6990183.701531448,4745628.88329745,9314386.783757012
2013-11-09,6036369.720294537,3831425.8297573584,8210500.25086936
2013-11-10,-64504.92399714701,-2420213.1444298187,2183379.2577659823
2013-11-11,8147945.625658056,5918052.540211702,10339764.053363014
2013-11-12,7280387.320713103,4934206.768343065,9655507.277869845
2013-11-13,6805071.096913638,4476611.565215858,9009984.258811144
2013-11-14,6496937.095080966,4250590.892434334,8898708.817661893
2013-11-15,7034581.810209286,4884577.708567754,9384435.411950849
2013-11-16,6120848.176723589,3771843.6527966443,8486223.64191818
2013-11-17,65926.56746171322,-2249132.51995097,2345627.9243543143
2013-11-18,8329443.370940062,6038427.337867053,10664115.604812179
2013-11-19,7517126.014429443,5240192.72976395,9780245.198381895
2013-11-20,7100125.662453615,4781247.991544468,9418642.744701054
2013-11-21,6852144.009120943,4500194.509448051,9273045.913308283
2013-11-22,7450427.26559883,5045790.83747566,9697288.64889279
2013-11-23,6596386.733183161,4355513.806218327,8877786.26248864
2013-11-24,598733.2120170482,-1718431.7358742189,2961785.31483789
2013-11-25,8915601.095062446,6770050.50037421,11350352.543228121
2013-11-26,8151250.129188697,5891812.403433265,10444878.631436033
2013-11-27,7775425.142229989,5594032.672432068,10145876.886983233
2013-11-28,7560519.201410284,5138516.5558262,9839451.362044416
2013-11-29,8182348.880901878,6075244.790388533,10632246.189998606
2013-11-30,7341567.483287131,4966785.707018009,9584207.430278022
2013-12-01,1346067.84908876,-950410.988162293,3588131.999910751
2013-12-02,9653384.56453351,7223102.689337708,11892950.289956268
2013-12-03,8867415.485059083,6692791.140433921,11286336.039037459
2013-12-04,8457795.776103156,6141377.341445148,10641254.738980535
2013-12-05,8197069.500172889,5785823.959684017,10483553.605265295
2013-12-06,8761720.612106234,6539660.698050467,11314022.616825644
2013-12-07,7852821.698626672,5583466.183013841,10234973.523315076
2013-12-08,1779186.8731401125,-463276.7527582767,4098394.098855301
2013-12-09,9999504.07315023,7601572.753013344,12282033.066862406
2013-12-10,9119034.39844753,6945064.477981274,11619398.421498751
2013-12-11,8608958.710784748,6339829.32791105,10857149.170169957
2013-12-12,8243517.155421198,6016815.662736427,10416918.320389839
2013-12-13,8701004.220016249,6533609.775326883,11028096.04053785
2013-12-14,7684378.522158008,5301671.215668185,10080044.161403893
2013-12-15,1504374.672623301,-616575.3724654769,3797234.731737154
2013-12-16,9621593.45512376,7316086.918711389,12049492.879260369
2013-12-17,8643158.983553965,6447273.388735552,10822936.008839551
2013-12-18,8042024.086922724,5769430.786067587,10379099.151040962
2013-12-19,7594070.587929863,5281668.6930587925,9750287.461973982
2013-12-20,7979068.049803406,5606719.338127632,10129394.541164733
2013-12-21,6901251.067421457,4694451.966070562,9323118.452768328
2013-12-22,672403.2403287878,-1515311.4769789646,2935960.202561346
2013-12-23,8753924.74129247,6487745.44804603,11151313.250029543
2013-12-24,7753472.682409574,5332557.437597258,10119852.131239094
2013-12-25,7144255.921617824,4751150.149046234,9386655.687632235
2013-12-26,6702131.2122631855,4245625.627765248,9024453.566787025
2013-12-27,7106564.343391015,4853209.2451698175,9258551.336995598
2013-12-28,6061216.257450603,3897964.1317423517,8426726.118340356
2013-12-29,-123094.56142853107,-2452236.340113999,2121765.2520018844
2013-12-30,8014106.042056321,5634315.011468203,10317760.467299175
2013-12-31,7079204.496451285,4830686.046360877,9385134.99777674
2014-01-01,6543961.468679991,4215268.563303085,8704637.85502015
2014-01-02,6182642.349070963,3987851.6094269184,8523908.013853671
2014-01-03,6673015.623319271,4318143.898524095,8840636.627045706
2014-01-04,5716978.180041315,3418148.4003281025,8146079.521197477
2014-01-05,-376305.53883344866,-2613722.7793903574,1789856.0055630798
2014-01-06,7851724.971574819,5556879.241940834,10031776.544752263
2014-01-07,7005731.820556067,4702690.432112291,9378770.719024802
2014-01-08,6555841.318173613,4313459.693324347,8827415.465708163
2014-01-09,6274808.860669206,3739864.981761432,8584004.65875381
2014-01-10,6839048.07926682,4533253.644060309,9273420.830795877
2014-01-11,5949282.603576058,3911347.815245438,8125236.529368392
2014-01-12,-86293.22983097192,-2408967.8379841554,2123766.42165383
2014-01-13,8190130.34905621,5913958.234330282,10693528.00154058
2014-01-14,7382694.6618779795,5145749.441092874,9766818.282737141
2014-01-15,6961239.964930318,4557444.186263069,9096147.042503448
2014-01-16,6698469.333103648,4425969.593699696,8852625.418504389
2014-01-17,7270971.170852874,5033108.725836174,9487197.035041744
2014-01-18,6379858.995514559,3946440.277455844,8472313.789850343
2014-01-19,333915.2509049298,-2002648.9069515876,2653438.271312271
2014-01-20,8591714.771899069,6256227.69729123,10951394.632117648
2014-01-21,7758315.923100394,5491939.952178452,9972970.32785794
2014-01-22,7304600.019581006,5028928.52478078,9387310.448614234
2014-01-23,7004405.062562,4628723.299698655,9284156.77216403
2014-01-24,7535516.753565027,5191057.045331743,9832074.56220115
2014-01-25,6600276.286346584,4307386.044432238,8827093.145560438
2014-01-26,508692.52284558583,-1774442.8099953593,2760658.7709164713
2014-01-27,8720534.991997018,6480836.6244310485,11100891.12534714
2014-01-28,7841992.642199665,5276372.399846406,9969260.712272193
2014-01-29,7344998.9513974795,5164281.396728959,9553519.208204282
2014-01-30,7004331.436584968,4757293.074787919,9292061.56741043
2014-01-31,7498587.628859062,5072573.45973154,9754155.343135968
2014-02-01,6530778.103727345,4149974.358729098,8643016.034938885
2014-02-02,411428.297135585,-1855258.1897176134,2705552.9033633075
2014-02-03,8600665.683052514,6340286.198354032,10823232.023377683
2014-02-04,7704881.110796077,5408194.205574164,9929208.503738455
2014-02-05,7196045.486675983,4931038.374732692,9696266.994684316
2014-02-06,6848828.20068407,4577508.364359925,9198024.592947995
2014-02-07,7341580.414124785,4953460.395979133,9426544.511502897
2014-02-08,6376942.6466689715,4183770.59260191,8655109.381009288
2014-02-09,264964.0002747644,-1849300.8832451783,2473452.9350165483
2014-02-10,8465208.995372117,6232611.737487663,10971634.252843319
2014-02-11,7583440.1695100125,5337727.530326912,9816687.712884733
2014-02-12,7090956.94770298,4838297.169327806,9329073.244962083
2014-02-13,6761736.501678495,4439429.173177877,9061447.559983548
2014-02-14,7273439.043593935,4960568.81232168,9619572.961244658
2014-02-15,6328036.353561184,3888482.705483985,8592264.270031696
2014-02-16,234950.2902147593,-2098384.210101038,2470367.887055366
2014-02-17,8453176.736534368,6109451.1306472225,10777095.432971511
2014-02-18,7587982.689529223,5288776.068065488,9943350.7073193
2014-02-19,7110256.652041737,4907806.762369687,9519114.61564584
2014-02-20,6793657.7937728,4443715.915294815,9040709.817516882
2014-02-21,7315626.181682137,5024902.3532536505,9491456.729682513
2014-02-22,6378012.842467125,4005789.3543077093,8510252.801734941
2014-02-23,290216.4740388347,-2180073.4986461885,2426014.533232104
2014-02-24,8511302.430383094,6234744.972982002,10926357.277504798
2014-02-25,7646691.952863466,5397757.800210319,9950307.788848398
2014-02-26,7167502.156786066,4758532.2511611385,9414286.875970297
2014-02-27,6847682.6610945165,4667562.002924298,9012127.927921914
2014-02-28,7365011.644152423,5107941.296614304,9646897.312052447
2014-03-01,6421710.602473419,4133946.5143884043,8643799.322644707
2014-03-02,327565.18096982315,-2040395.9710922448,2565870.2944471915
2014-03-03,8542028.24707384,6259391.089069743,10806824.413348667
2014-03-04,7670893.724172873,5338553.730194732,9893288.51671376
2014-03-05,7185622.205679135,4949899.837929448,9631966.124637336
2014-03-06,6860464.708866085,4440635.0866945265,9153428.799413675
2014-03-07,7373447.759582847,5049231.881549961,9625673.00148159
2014-03-08,6426979.432897523,4294969.964424465,8653404.524333522
2014-03-09,330963.97398878913,-1943762.6483358378,2479277.1706914958
2014-03-10,8544901.348821647,6162535.73918197,10827865.002885599
2014-03-11,7674560.322120612,5434574.020277508,9936460.329526376
2014-03-12,7191306.072467242,4865670.944834571,9603515.256949361
2014-03-13,6869228.600735863,4637209.203591343,9059806.045154272
2014-03-14,7386134.931706031,5043849.594677437,9588314.539831195
2014-03-15,6444164.462005462,4074250.7352171745,8619776.260267142
2014-03-16,352914.7351083867,-1991053.6582328507,2671439.019150252
2014-03-17,8571553.590387955,6156959.39954805,10905741.676036779
2014-03-18,7705505.833684809,5622155.975104857,10195833.763548037
