ds,yhat,yhat_lower,yhat_upper
2013-04-06,6329327.720923334,4087568.824769787,8592258.537777888
2013-04-07,211972.64287771354,-2170509.7252236987,2386847.6569767967
2013-04-08,8404586.625294672,6058119.495820157,10551235.173149448
2013-04-09,7513721.718547663,5246255.391848477,9629774.866635915
2013-04-10,7010802.109856918,4826058.772343039,9274932.875275709
2013-04-11,6670509.310085053,4268754.240091078,9008500.596771229
2013-04-12,7171068.9020058755,4794956.0661150785,9417388.777345058
2013-04-13,6215031.6186732305,3932440.9028248144,8480850.82099699
2013-04-14,112598.98389006546,-2041395.7409582557,2386538.0279917247
2013-04-15,8323028.818041083,6120592.8364657145,10748745.788185803
2013-04-16,7452498.3852606695,5180080.239145077,9901645.353431407
2013-04-17,6971974.497541048,4670342.46684327,9335533.907133853
2013-04-18,6655609.992075866,4369143.586002931,8860476.829989739
2013-04-19,7181044.121326648,4808938.854899201,9401223.169037357
2013-04-20,6250199.248753022,3902118.3407853935,8537244.8766562
2013-04-21,172623.64209222654,-2053429.8073722578,2598343.82266013
2013-04-22,8406915.17815638,6262313.554802191,10655018.65810877
2013-04-23,7558603.207272629,5193351.615632477,9764065.330514653
2013-04-24,7098037.345994197,4723284.587802055,9345968.672531899
2013-04-25,6798802.062020055,4680556.11175652,9089982.981220594
2013-04-26,7338034.050662593,5019362.463250846,9529083.334673494
2013-04-27,6417234.28323292,4108088.2665097257,8693536.197228735
2013-04-28,345624.05127248587,-1911326.4729776012,2612742.512175808
2013-04-29,8581579.409000637,6117614.288476625,10886906.368922966
2013-04-30,7730520.922275674,5485549.234628187,10027462.473256085
2013-05-01,7262807.232444616,4869598.082057289,9570557.58533504
2013-05-02,6952151.1284895055,4565331.960166163,9287781.004829744
2013-05-03,7475935.050952127,5252216.599352672,9737725.201486759
2013-05-04,6536017.927841579,4338178.690723363,8806981.027904509
2013-05-05,442082.7861507399,-1988349.9864987964,2689841.0589631093
2013-05-06,8653059.752838654,6402495.0673523275,10901114.88182515
2013-05-07,7775001.655135396,5661673.162519684,9995692.473567873
2013-05-08,7278961.109113258,5104699.116153208,9607831.526235387
2013-05-09,6939388.240893709,4757872.1357965,9260100.123003604
2013-05-10,7434426.470048799,5354920.822786766,9781908.429898253
2013-05-11,6466698.806127872,4271640.085879131,8826738.267540153
2013-05-12,346634.6753999952,-2028200.3635519457,2542699.5809346843
2013-05-13,8533872.477915606,6296545.396163702,10865731.902157348
2013-05-14,7635115.661742317,5315196.933109862,9938804.099911515
2013-05-15,7121991.757857518,4785850.706424933,9332699.001437869
2013-05-16,6769434.033330755,4410418.850117534,9062188.650771186
2013-05-17,7255963.651848642,5010457.249828143,9561533.19006377
2013-05-18,6284465.182580458,4049679.704678777,8649076.827469416
2013-05-19,165505.78643978434,-2080218.6184651821,2462551.543358547
2013-05-20,8358733.501478869,6219062.096871402,10639943.047958104
2013-05-21,7470732.542261991,5297626.537393148,9714605.804691268
2013-05-22,6972885.0847228505,4726615.786543792,9220834.010335505
2013-05-23,6639759.122955035,4375125.333667281,9069280.451825209
2013-05-24,7149400.117770648,4916013.804135564,9452134.360212578
2013-05-25,6204119.016662426,4175752.0904288064,8480027.958808888
2013-05-26,113826.62590274448,-2350498.4861554373,2501912.2309668944
2013-05-27,8337449.334893868,5937429.346208473,10706281.024088077
2013-05-28,7480803.621184082,5219805.842024121,9863178.536346734
2013-05-29,7014478.272863176,4777186.096441651,9439757.536061764
2013-05-30,6712243.345925625,4436657.091583286,8939701.701066524
2013-05-31,7251362.990197884,5019694.640215094,9586610.695704987
2013-06-01,6333404.136220103,4076307.3034556606,8547464.385425827
2013-06-02,267590.4530324419,-1831326.7728842867,2411803.659481852
2013-06-03,8512236.038659718,6258423.45847456,10718429.91069729
2013-06-04,7672635.780490887,5465037.022080953,9954213.309438253
2013-06-05,7218960.892885248,4821662.493404275,9306462.301826565
2013-06-06,6924678.294044767,4559356.275463175,9195695.363582056
2013-06-07,7466870.682858637,5058225.99115221,9626927.101352993
2013-06-08,6547049.12705256,4123750.6368551673,8850042.67182808
2013-06-09,474507.4864732919,-1715877.7636892775,2883833.6783700106
2013-06-10,8707753.144325536,6387104.047159669,11149166.912470875
2013-06-11,7852391.092487941,5472058.419974487,10162718.546426443
2013-06-12,7379010.079282103,4993001.047115869,9610190.280659739
2013-06-13,7061589.769401079,4694321.89375967,9360840.208061816
2013-06-14,7577806.1430421285,5303679.592094947,9890820.570122756
2013-06-15,6629827.377397453,4367701.5034486065,8922075.40282285
2013-06-16,527650.021464445,-1648281.2479455792,2842809.195124843
2013-06-17,8730510.462678032,6437858.721212931,10956889.502259767
2013-06-18,7844749.281288515,5575976.494074622,10075056.171776101
2013-06-19,7341677.759057458,4941873.606516696,9687440.293083005
2013-06-20,6995966.041313136,4730640.846349965,9298826.862021647
2013-06-21,7485930.705308639,5149417.62397227,9697565.339446036
2013-06-22,6514314.464146585,4179620.437864703,8718391.189682385
2013-06-23,391608.25123166316,-1730667.2388394615,2752018.88262055
2013-06-24,8577451.05214817,6209680.140082604,11072588.012146166
2013-06-25,7678485.373391541,5579018.575587629,9800262.43982876
2013-06-26,7166217.825367592,5027913.392228578,9384426.865274627
2013-06-27,6815404.441286628,4451743.1663754,8993114.553615766
2013-06-28,7304338.515813513,4995755.519822056,9521259.494435802
2013-06-29,6335633.634517911,4039060.3734069723,8624132.91703719
2013-06-30,219551.99049879005,-1995042.302811696,2229670.1701913443
2013-07-01,8415413.072450055,5996013.8906101305,10658116.810356582
2013-07-02,7529460.574799972,5304639.992610718,9837754.301171673
2013-07-03,7032736.1030302625,4816451.09476686,9284311.451947477
2013-07-04,6699479.405680055,4746932.665183317,9032786.793977417
2013-07-05,7207432.186189916,4850910.620213553,9356781.887010759
2013-07-06,6258637.728361437,3883608.423082397,8553887.101377862
2013-07-07,162785.93162099808,-2158102.161255119,2291256.2947125067
2013-07-08,8378638.396108794,6150836.165470923,10548858.5175491
2013-07-09,7511910.664149456,5093768.371179301,9817972.504762886
2013-07-10,7033160.280450264,4792280.855775119,9541489.874795191
2013-07-11,6716199.470511741,4457651.859239611,9069096.249194376
2013-07-12,7238409.416692851,4922266.742047254,9600000.690858565
2013-07-13,6301548.039347993,4065856.544849703,8467992.942927457
2013-07-14,215100.6812464611,-2163739.507655941,2456407.455101302
2013-07-15,8437708.216573358,6091193.891737593,10651185.267228097
2013-07-16,7575049.656202578,5397909.203955992,9748642.502638431
2013-07-17,7097727.958223492,4667204.505670449,9367241.643236872
2013-07-18,6779677.970942456,4596417.9290663,9022203.111262014
2013-07-19,7298473.690549964,4993040.8017349765,9537624.703209784
2013-07-20,6356127.012045507,4222381.283771678,8738286.641252562
2013-07-21,262427.70087881945,-1989225.70400238,2599214.655919083
2013-07-22,8476359.485556342,6146581.786855792,10837921.511692435
2013-07-23,7603969.754960276,5284381.78589152,10077766.873004528
2013-07-24,7116242.005859197,4796786.553287435,9520358.551430382
2013-07-25,6787490.410863942,4582277.077392998,9086408.299612364
2013-07-26,7295654.126982901,5113836.640948338,9372139.698388644
2013-07-27,6343083.941046753,4001386.9866165775,8633375.737307966
2013-07-28,239871.3642544332,-1971933.5024288264,2588671.6747148586
2013-07-29,8445255.41628471,6341040.547735384,10804809.734092718
2013-07-30,7565484.8670852715,5538029.101632773,9946698.095006876
2013-07-31,7071685.302210949,4911157.002543336,9356813.503573187
2013-08-01,6737974.516386562,4522229.278761733,9085761.167256542
2013-08-02,7242584.007294477,4980291.267989745,9600097.659585042
2013-08-03,6287819.009205346,3853085.796089641,8574360.306712888
2013-08-04,183667.25504433364,-2000983.1512650372,2565237.022458876
2013-08-05,8389211.4776011,6024751.706120474,10688725.248646354
2013-08-06,7510499.214409494,5159059.1470564185,9895653.647067426
2013-08-07,7018419.0009990875,4872996.408551124,9329575.380222661
2013-08-08,6687102.142118926,4531044.078473857,8913315.481762873
2013-08-09,7194227.38347375,5009276.521862847,9521855.81646077
2013-08-10,6241820.679269418,3829723.0414435035,8445702.455507679
2013-08-11,139599.67590607796,-2082889.5502808574,2499016.531129351
2013-08-12,8346397.584864825,5928477.364374225,10769123.600775057
2013-08-13,7468043.592128686,5240561.436289592,9694143.245347125
2013-08-14,6975248.512942972,4797622.9505645465,9200608.919614496
2013-08-15,6642014.543694445,4372520.842717675,8994655.532112008
2013-08-16,7145946.14598561,4854487.82988666,9421423.103726346
2013-08-17,6189054.029155102,3858251.4914293657,8398240.837207729
2013-08-18,81101.69013513136,-2266239.371025148,2512056.4717678186
2013-08-19,8281029.094441133,5844579.034012352,10606402.190273099
2013-08-20,7394830.632045316,5212607.33239833,9638001.066218846
2013-08-21,6893436.1203746945,4653499.098416965,9019980.992213018
2013-08-22,6551113.843941407,4313762.138240411,8818055.40554814
2013-08-23,7045772.874653495,4827985.214336587,9569258.520118007
2013-08-24,6079756.912628296,3720186.8840372385,8384614.7659478
2013-08-25,-36820.565312001156,-2287131.205690682,2232716.0530258818
2013-08-26,8155335.109719993,5714476.88715071,10350158.668736573
2013-08-27,7262565.022486279,4850096.572010834,9412219.136716666
2013-08-28,6756124.906788675,4520728.905881868,9109193.432414807
2013-08-29,6410575.812807549,4302356.707752921,8761895.073290914
2013-08-30,6904074.880581982,4713411.719637563,9175714.587580523
2013-08-31,5938682.984866348,3367232.66767466,8268392.8812349895
2013-09-01,-174881.18664589385,-2411075.7448260067,2188104.592371498
2013-09-02,8022735.854255272,5686575.25648535,10281598.251457293
2013-09-03,7137858.907071763,4655671.99958666,9551089.010499671
2013-09-04,6641650.110932661,4325324.990585842,8919285.411949158
2013-09-05,6308499.918834885,4031949.577090196,8538606.435460277
2013-09-06,6816320.731612832,4536749.432468044,9048219.452112323
2013-09-07,5867335.797433529,3559771.7695207247,8185180.133083551
2013-09-08,-228586.58672425873,-2484510.403419961,2138871.1906228964
2013-09-09,7987481.50897559,5754435.609774445,10345102.790725227
2013-09-10,7121400.145003341,4842637.41784516,9357840.61929412
2013-09-11,6643840.979722839,4528437.92448879,9083580.236378537
2013-09-12,6328692.854476596,3986659.877067529,8639354.779417368
2013-09-13,6853370.767605152,4411050.643104978,9196191.314876912
2013-09-14,5919620.368022698,3636601.901717056,8217761.78464673
2013-09-15,-163132.48581135017,-2423656.8097487916,2203009.107721548
2013-09-16,8063647.486306377,5914979.499769534,10328478.204815337
2013-09-17,7205490.90441688,4901433.110283679,9513127.924147753
2013-09-18,6732814.959367375,4391639.534009958,9044554.962814989
2013-09-19,6419338.699731002,4150923.939662082,8588504.144081155
2013-09-20,6942399.29830924,4591430.209860125,9169717.547796097
2013-09-21,6003761.150336359,3734381.208744776,8340276.422408484
2013-09-22,-87032.85037924629,-2284957.6915002167,2101914.903188338
2013-09-23,8128766.617347013,5777348.151632603,10530684.250917314
2013-09-24,7256996.9148493735,5094042.890626945,9486462.049849227
2013-09-25,6768467.4188864995,4573669.310575781,9030507.255439382
2013-09-26,6437364.768039623,4088444.9138643914,8749781.494980657
2013-09-27,6941556.557076225,4693616.219793986,9256723.707014816
2013-09-28,5983385.670009162,3604456.8242804594,8280839.172253536
2013-09-29,-126994.99170727399,-2422321.9881266253,2129386.431187342
2013-09-30,8069186.569871302,5919969.007177396,10567593.076427955
2013-10-01,7178987.401296419,4804069.459583867,9500480.648157235
2013-10-02,6673811.722858186,4429049.236488902,9073964.245839572
2013-10-03,6328398.645442607,4080105.6415577587,8637036.23475455
2013-10-04,6821108.26355122,4605387.656121455,9043648.432781642
2013-10-05,5854699.865839896,3580811.707040342,8227980.715930916
2013-10-06,-260347.45688171824,-2620760.0155847752,2159712.3453782424
2013-10-07,7935563.615350995,5739481.211436219,10240972.534301108
2013-10-08,7049002.837321495,4775761.613638372,9350601.063928843
2013-10-09,6551371.945596764,4298762.137050672,8734656.785513772
2013-10-10,6217289.2644462325,3871631.063721482,8377150.237271973
2013-10-11,6724877.259211902,4546756.130270034,8981339.4550711
2013-10-12,5776545.814222671,3433048.5161655634,8037346.42853141
2013-10-13,-317678.5620561403,-2698800.1949339174,1886013.6313938347
2013-10-14,7901257.629895504,5479702.351743319,10149509.603115276
2013-10-15,7039304.079242395,4738113.944639754,9229229.846225025
2013-10-16,6567183.869406809,4375964.752775751,8647903.195246674
2013-10-17,6258797.93087102,3993259.1607042914,8539864.026942275
2013-10-18,6791534.0798993,4729874.221500745,9084595.154938024
2013-10-19,5867072.8097542785,3580505.0990373837,8185153.757348991
2013-10-20,-205260.61772147915,-2596526.3753140196,2039117.2425256406
2013-10-21,8032936.7767798975,5866394.798070874,10375047.276466662
2013-10-22,7187036.481809902,4928279.093511926,9540933.447936457
2013-10-23,6727275.635941508,4418425.564126159,9001868.722252589
2013-10-24,6427179.126326853,4075877.5478954045,8652376.249563577
2013-10-25,6963883.403125489,4688978.983278083,9398277.300589235
2013-10-26,6038953.669263442,3723189.05639557,8271104.108860241
2013-10-27,-38256.42523979442,-2432587.1049598022,2177527.640358267
2013-10-28,8190831.655515296,5979213.162283248,10486371.339289697
2013-10-29,7331911.2987392545,5192620.133824165,9550336.723774306
2013-10-30,6855310.366675368,4495411.788459233,9107359.25609618
2013-10-31,6535520.591288454,4262448.133462765,9095449.77972223
2013-11-01,7050390.747474298,4758506.064008793,9352572.978352394
2013-11-02,6102298.479765988,3764201.585698919,8271802.2833653595
2013-11-03,1488.8640779319685,-2135328.745509005,2309369.0669990294
2013-11-04,8207486.757430563,5910710.698657493,10444948.279395431
2013-11-05,7326960.334739256,5174574.48646047,9434093.531820048
2013-11-06,6831584.93261898,4504711.923677561,9119497.008026032
2013-11-07,6496426.610212493,4078778.4385109926,8809235.918459767
2013-11-08,7000223.1540468,4641938.321598571,9190250.366935508
2013-11-09,6046155.298899969,3691266.6517613623,8408092.909948293
2013-11-10,-54841.479036870645,-2329242.61093464,2121308.151019227
2013-11-11,8157310.952045332,5967345.78917079,10633959.576052802
2013-11-12,7289675.552719649,4883276.648002562,9474807.388548622
2013-11-13,6814146.332922095,4784109.984080116,9147529.727858976
2013-11-14,6505818.608255703,4116359.22494582,8817099.617954863
2013-11-15,7043261.489779402,4792533.47145734,9380790.806574035
2013-11-16,6129285.727076604,3871828.304152535,8521626.675532617
2013-11-17,74257.47542167571,-2321708.20548661,2227309.826784275
2013-11-18,8337493.607422385,6048108.493278937,10636669.893663531
2013-11-19,7525116.633194851,5350481.903025153,10037832.191980934
2013-11-20,7107918.796883239,4880208.664201117,9289874.551147196
2013-11-21,6859754.97521032,4571936.577072708,8954821.780443111
2013-11-22,7457842.077522897,5344540.513506108,9770061.042626133
2013-11-23,6603557.4474196825,4267191.027489486,8983775.135564838
2013-11-24,605786.1069683181,-1504173.8148388613,2889725.5767531074
2013-11-25,8922351.646714045,6729809.71538868,11200710.076121815
2013-11-26,8157907.93780676,5761944.905320373,10433675.155579692
2013-11-27,7781840.301448343,5597482.67153988,10270027.073718304
2013-11-28,7566694.806761386,5272960.340220069,9917452.440121058
2013-11-29,8188462.802937541,5805640.006109017,10417901.227665583
2013-11-30,7347560.4832801595,5155664.143402623,9752859.750491282
2013-12-01,1352056.0176109688,-912062.8024615643,3758575.12519916
2013-12-02,9659174.704918334,7398250.7955493685,11840094.04424521
2013-12-03,8873210.41449983,6493657.976067125,10990968.523550052
2013-12-04,8463441.02308852,6317552.886488048,10706018.165312747
2013-12-05,8202566.0838452,5951953.2872916665,10542376.489173792
2013-12-06,8767043.187584395,6359810.028641339,10927118.545075962
2013-12-07,7857914.4629653795,5511249.22040938,10177882.731461775
2013-12-08,1784172.219213557,-433163.9046360757,3976863.047312904
2013-12-09,10004197.934638107,7587951.636093326,12337735.33536284
2013-12-10,9123651.426418932,6931112.380511246,11450483.3838459
2013-12-11,8613358.762064802,6513386.5109564075,11006805.460604643
2013-12-12,8247717.782356461,5897901.459232577,10498928.034709476
2013-12-13,8704998.452174122,6424767.9126689825,10873849.723248264
2013-12-14,7688130.343429183,5437385.309727802,10019770.06414785
2013-12-15,1508027.191888275,-737259.2749137155,3723317.4358651633
2013-12-16,9624983.726317383,7322693.369502899,11826776.134052418
2013-12-17,8646522.629715059,6370841.29345708,10871320.894109944
2013-12-18,8045241.223547036,5798081.041497137,10579757.852245282
2013-12-19,7597177.750989688,5303836.024602195,10097297.049502265
2013-12-20,7982075.434880389,5838855.593317165,10318743.984443152
2013-12-21,6904137.499037652,4593726.297671258,9299025.59265182
2013-12-22,675323.8845032763,-1736834.1752946577,2855209.0218373938
2013-12-23,8756725.530836884,6416511.302337096,10987821.314411245
2013-12-24,7756394.621635787,5472936.561865297,10147610.438735632
2013-12-25,7147180.7759052925,4870311.353919354,9325653.05722715
2013-12-26,6705093.295711495,4454061.830326736,9069679.018576223
2013-12-27,7109567.716351969,4821703.365534724,9425135.50251671
2013-12-28,6064229.755681712,3790058.4211581033,8165855.035262154
2013-12-29,-119792.86550465575,-2430794.1020682068,2172481.6398436762
2013-12-30,8017524.754321991,5711734.468577282,10213504.671225315
2013-12-31,7082961.034322169,4741591.694496458,9237290.90203847
2014-01-01,6547914.758008936,4150830.519691585,8877472.349746576
2014-01-02,6186801.729960361,3947390.092744563,8509402.71544304
2014-01-03,6677358.618422652,4420929.861855847,8987823.305992354
2014-01-04,5721446.140637841,3420329.3047264297,8055813.597180293
2014-01-05,-371598.9120844458,-2506665.599446716,2068638.2069564823
2014-01-06,7856471.6595949195,5401663.62135968,9939007.081163382
2014-01-07,7010712.972411253,4716323.726523986,9375080.670010995
2014-01-08,6560891.10452212,4267515.233716605,8798913.660696154
2014-01-09,6279914.114206633,4142134.561479145,8655258.894283459
2014-01-10,6844166.605017054,4728195.617002817,9097570.055263443
2014-01-11,5954339.298176187,3503370.4123446015,8092972.763516954
2014-01-12,-81197.46560467896,-2383824.8122289907,2198115.4256329504
2014-01-13,8195057.7327575935,5983987.527940626,10531705.206852403
2014-01-14,7387643.3768994445,5120751.827084382,9626953.424718363
2014-01-15,6966043.74048707,4805300.312638937,9385545.29631132
2014-01-16,6703118.79679803,4309327.076955123,9013858.41765936
2014-01-17,7275432.038874246,5017297.661620168,9559839.176453894
2014-01-18,6384067.968068833,4180574.3214093666,8650907.03157738
2014-01-19,337988.6033408544,-2248630.9066147017,2478984.3030728423
2014-01-20,8595463.589563245,6215789.445334483,10764684.30119629
2014-01-21,7761951.126766024,5448670.166162068,9974210.954218816
2014-01-22,7307978.669254452,5056969.605741733,9511639.54525949
2014-01-23,7007542.637908581,4745519.637057393,9411378.548098525
2014-01-24,7538404.71082707,5251335.750106876,10006795.469380662
2014-01-25,6602877.3049585465,4345299.469086818,8896242.589156736
2014-01-26,511148.44971579,-1560303.6275776518,2755293.9327608678
2014-01-27,8722681.448845107,6364621.800608973,11034457.58514515
2014-01-28,7844067.3149923375,5543925.927088635,10038736.980138285
2014-01-29,7346879.643436766,4993994.244663423,9371965.184006538
2014-01-30,7006051.730415857,4690568.7387384465,9018668.188556816
2014-01-31,7500154.047173728,5093810.988153082,9693129.287173603
2014-02-01,6532165.047876823,4148951.112661978,8815161.145393007
2014-02-02,412785.7786360764,-1839888.5924323853,2789148.34377339
2014-02-03,8601833.818179984,6380865.061110428,11038507.194720672
2014-02-04,7706094.543715553,5374760.90734319,10199383.037508305
2014-02-05,7197179.243549364,4910689.274385985,9348486.457587708
2014-02-06,6849909.683288582,4479931.204820819,8988717.019507887
2014-02-07,7342606.838534752,4971120.041860723,9673154.35409685
2014-02-08,6377876.341143977,4160814.7501002294,8488080.98999694
2014-02-09,265940.5665262791,-2063521.1496101348,2499320.80608233
2014-02-10,8466052.290204586,6178931.369549916,10589387.024585355
2014-02-11,7584367.257690463,5357237.863310865,9750443.353031607
2014-02-12,7091824.512844517,4828208.876162364,9439732.192911686
2014-02-13,6762553.407402307,4676046.627509796,9255975.841212286
2014-02-14,7274184.3341177255,4962028.3307384895,9605109.037720282
2014-02-15,6328655.091788518,3935596.315991032,8565700.534042904
2014-02-16,235562.2222254956,-2222133.6800374016,2519604.7186240554
2014-02-17,8453591.725431982,6115343.157103316,10769471.217541048
2014-02-18,7588406.057087084,5253472.097732593,9845761.864626506
2014-02-19,7110535.904496705,4842464.550379097,9470828.933884012
2014-02-20,6793795.415856047,4543245.5361652775,9114770.730981147
2014-02-21,7315597.782342088,5051559.449651357,9613170.203069247
2014-02-22,6377763.047293533,4203159.952399263,8744518.909750486
2014-02-23,289867.55291815125,-1995945.7706887876,2590533.048029851
2014-02-24,8510669.605655123,6245630.696743783,10800703.303524775
2014-02-25,7645988.531329918,5335262.132305959,9980996.504291123
2014-02-26,7166585.969256658,4815237.148970108,9422996.087893667
2014-02-27,6846568.503550736,4568013.219106246,9114543.242461335
2014-02-28,7363689.013568799,5019120.809966945,9661981.192169791
2014-03-01,6420139.138029968,4224025.696177354,8620218.99021751
2014-03-02,325882.8114569837,-1984487.521211437,2772238.6062227176
2014-03-03,8540066.005047696,6219245.926361219,10647606.00370242
2014-03-04,7668880.385310384,5404415.349388739,9893575.345487125
2014-03-05,7183430.251937937,4861090.274562413,9376128.238395113
2014-03-06,6858122.32336397,4647156.59065964,9000236.188028948
2014-03-07,7370956.161325186,5086150.824185316,9663514.495419014
2014-03-08,6424307.971141158,4201176.396440613,8739511.36439652
2014-03-09,328257.9949186961,-1953512.2870238887,2499961.5372336437
2014-03-10,8541996.80260653,6100378.295164002,10743784.053579036
2014-03-11,7671688.274472892,5420983.820346567,10131267.789551305
2014-03-12,7188338.622539457,4812452.726506581,9637643.081960095
2014-03-13,6866190.913966594,4454753.596685058,8990614.740825089
2014-03-14,7383022.693906682,5030286.22826704,9890915.172200255
2014-03-15,6440939.170175702,4199673.190239041,8596350.818240447
2014-03-16,349711.8310363784,-1787120.3437667424,2591184.856044292
2014-03-17,8568197.396375649,6184744.718500267,10874392.625500362
2014-03-18,7702214.443967955,5418261.998044507,10044217.03592865
