ds,y,Store
2013-06-12,5961024.0,Store A
2013-06-13,6044207.0,Store A
2013-06-14,6887448.0,Store A
2013-06-15,6144832.0,Store A
2013-06-16,225065.0,Store A
2013-06-17,10191372.0,Store A
2013-06-18,8100286.0,Store A
2013-06-19,7243757.0,Store A
2013-06-20,7353311.0,Store A
2013-06-21,8406280.0,Store A
2013-06-22,6189413.0,Store A
2013-06-23,224608.0,Store A
2013-06-24,6511212.0,Store A
2013-06-25,5827831.0,Store A
2013-06-26,6028195.0,Store A
2013-06-27,6372971.0,Store A
2013-06-28,7625077.0,Store A
2013-06-29,6909121.0,Store A
2013-06-30,252185.0,Store A
2013-07-01,10750990.0,Store A
2013-07-02,8936605.0,Store A
2013-07-03,8416942.0,Store A
2013-07-04,8458325.0,Store A
2013-07-05,8384512.0,Store A
2013-07-06,5927036.0,Store A
2013-07-07,234369.0,Store A
2013-07-08,6652999.0,Store A
2013-07-09,6157174.0,Store A
2013-07-10,6248496.0,Store A
2013-07-11,6483182.0,Store A
2013-07-12,6699439.0,Store A
2013-07-13,5987351.0,Store A
2013-07-14,253582.0,Store A
2013-07-15,11484803.0,Store A
2013-07-16,9157994.0,Store A
2013-07-17,8269168.0,Store A
2013-07-18,8092686.0,Store A
2013-07-19,8376476.0,Store A
2013-07-20,5941848.0,Store A
2013-07-21,235211.0,Store A
2013-07-22,6285621.0,Store A
2013-07-23,5767497.0,Store A
2013-07-24,5966755.0,Store A
2013-07-25,6065761.0,Store A
2013-07-26,6270667.0,Store A
2013-07-27,5448670.0,Store A
2013-07-28,232442.0,Store A
2013-07-29,11299276.0,Store A
2013-07-30,10064515.0,Store A
2013-07-31,10293490.0,Store A
2013-08-01,8783485.0,Store A
2013-08-02,8085626.0,Store A
2013-08-03,6320830.0,Store A
2013-08-04,252848.0,Store A
2013-08-05,7169893.0,Store A
2013-08-06,6366382.0,Store A
2013-08-07,6414477.0,Store A
2013-08-08,6430437.0,Store A
2013-08-09,6589299.0,Store A
2013-08-10,5881545.0,Store A
2013-08-11,243358.0,Store A
2013-08-12,11137198.0,Store A
2013-08-13,9179490.0,Store A
2013-08-14,8509505.0,Store A
2013-08-15,7029537.0,Store A
2013-08-16,8137427.0,Store A
2013-08-17,5584570.0,Store A
2013-08-18,241793.0,Store A
2013-08-19,6391105.0,Store A
2013-08-20,5989832.0,Store A
2013-08-21,5696932.0,Store A
2013-08-22,5759988.0,Store A
2013-08-23,6035936.0,Store A
2013-08-24,5397910.0,Store A
2013-08-25,225182.0,Store A
2013-08-26,10302422.0,Store A
2013-08-27,8397061.0,Store A
2013-08-28,7838558.0,Store A
2013-08-29,7970501.0,Store A
2013-08-30,9221577.0,Store A
2013-08-31,6458023.0,Store A
2013-09-01,250990.0,Store A
2013-09-02,6834913.0,Store A
2013-09-03,6322579.0,Store A
2013-09-04,5985810.0,Store A
2013-09-05,5843845.0,Store A
2013-09-06,6121373.0,Store A
2013-09-07,5795003.0,Store A
2013-09-08,225500.0,Store A
2013-09-09,11058017.0,Store A
2013-09-10,8946722.0,Store A
2013-09-11,8285894.0,Store A
2013-09-12,8096007.0,Store A
2013-09-13,8371696.0,Store A
2013-09-14,5894325.0,Store A
2013-09-15,224076.0,Store A
2013-09-16,6130906.0,Store A
2013-09-17,5785061.0,Store A
2013-09-18,5438193.0,Store A
2013-09-19,5797033.0,Store A
2013-09-20,6042768.0,Store A
2013-09-21,5745122.0,Store A
2013-09-22,204164.0,Store A
2013-09-23,9449348.0,Store A
2013-09-24,7922441.0,Store A
2013-09-25,7390563.0,Store A
2013-09-26,7489318.0,Store A
2013-09-27,8267396.0,Store A
2013-09-28,6245049.0,Store A
2013-09-29,228875.0,Store A
2013-09-30,7660976.0,Store A
2013-10-01,6677200.0,Store A
2013-10-02,7168893.0,Store A
2013-10-03,285518.0,Store A
2013-10-04,8196635.0,Store A
2013-10-05,6142021.0,Store A
2013-10-06,217293.0,Store A
2013-10-07,11062400.0,Store A
2013-10-08,8949093.0,Store A
2013-10-09,8089729.0,Store A
2013-10-10,7809827.0,Store A
2013-10-11,8141538.0,Store A
2013-10-12,6203651.0,Store A
2013-10-13,227064.0,Store A
2013-10-14,6571405.0,Store A
2013-10-15,5864402.0,Store A
2013-10-16,5933839.0,Store A
2013-10-17,5861163.0,Store A
2013-10-18,6319569.0,Store A
2013-10-19,5868927.0,Store A
2013-10-20,208367.0,Store A
2013-10-21,9833873.0,Store A
2013-10-22,7927560.0,Store A
2013-10-23,7416700.0,Store A
2013-10-24,7378657.0,Store A
2013-10-25,7589058.0,Store A
2013-10-26,5744750.0,Store A
2013-10-27,218159.0,Store A
2013-10-28,5831815.0,Store A
2013-10-29,6145546.0,Store A
2013-10-30,6970004.0,Store A
2013-10-31,6807674.0,Store A
2013-11-01,3940492.0,Store A
2013-11-02,7410509.0,Store A
2013-11-03,175864.0,Store A
2013-11-04,10568398.0,Store A
2013-11-05,9306571.0,Store A
2013-11-06,8224747.0,Store A
2013-11-07,7951819.0,Store A
2013-11-08,8443830.0,Store A
2013-11-09,6566741.0,Store A
2013-11-10,187852.0,Store A
2013-11-11,6423778.0,Store A
2013-11-12,6003149.0,Store A
2013-11-13,6028677.0,Store A
2013-11-14,6140303.0,Store A
2013-11-15,6741987.0,Store A
2013-11-16,6605960.0,Store A
2013-11-17,194615.0,Store A
2013-11-18,10528615.0,Store A
2013-11-19,8895888.0,Store A
2013-11-20,7472513.0,Store A
2013-11-21,8084449.0,Store A
2013-11-22,8199106.0,Store A
2013-11-23,6593077.0,Store A
2013-11-24,198110.0,Store A
2013-11-25,7204808.0,Store A
2013-11-26,6673704.0,Store A
2013-11-27,6725418.0,Store A
2013-11-28,7262197.0,Store A
2013-11-29,8803269.0,Store A
2013-11-30,8614478.0,Store A
2013-12-01,220033.0,Store A
2013-12-02,12972440.0,Store A
2013-12-03,10915444.0,Store A
2013-12-04,10203870.0,Store A
2013-12-05,10296749.0,Store A
2013-12-06,8431475.0,Store A
2013-12-07,7231141.0,Store A
2013-12-08,190125.0,Store A
2013-12-09,7607576.0,Store A
2013-12-10,7458243.0,Store A
2013-12-11,7364610.0,Store A
2013-12-12,7520198.0,Store A
2013-12-13,8012317.0,Store A
2013-12-14,7938245.0,Store A
2013-12-15,214032.0,Store A
2013-12-16,15623548.0,Store A
2013-12-17,13053993.0,Store A
2013-12-18,12189674.0,Store A
2013-12-19,11740273.0,Store A
2013-12-20,12334496.0,Store A
2013-12-21,10165366.0,Store A
2013-12-22,263979.0,Store A
2013-12-23,14350056.0,Store A
2013-12-24,5232808.0,Store A
2013-12-25,142585.0,Store A
2013-12-26,188597.0,Store A
2013-12-27,8168568.0,Store A
2013-12-28,6726568.0,Store A
2013-12-29,226553.0,Store A
2013-12-30,10192135.0,Store A
2013-12-31,4534864.0,Store A
2014-01-01,118108.0,Store A
2014-01-02,6980556.0,Store A
2014-01-03,7024253.0,Store A
2014-01-04,6357259.0,Store A
2014-01-05,184905.0,Store A
2014-01-06,8661727.0,Store A
2014-01-07,10456932.0,Store A
2014-01-08,8643239.0,Store A
2014-01-09,8016642.0,Store A
2014-01-10,8548672.0,Store A
2014-01-11,6231179.0,Store A
2014-01-12,175744.0,Store A
2014-01-13,6089929.0,Store A
2014-01-14,5785842.0,Store A
2014-01-15,5779426.0,Store A
2014-01-16,5720266.0,Store A
2014-01-17,6332625.0,Store A
2014-01-18,6213031.0,Store A
2014-01-19,175778.0,Store A
2014-01-20,10648819.0,Store A
2014-01-21,8475207.0,Store A
2014-01-22,7970289.0,Store A
2014-01-23,7625568.0,Store A
2014-01-24,7851977.0,Store A
2014-01-25,5986034.0,Store A
2014-01-26,160153.0,Store A
2014-01-27,5689615.0,Store A
2014-01-28,5790602.0,Store A
2014-01-29,5809489.0,Store A
2014-01-30,6313068.0,Store A
2014-01-31,7935853.0,Store A
2014-02-01,6934170.0,Store A
2014-02-02,214940.0,Store A
2014-02-03,11757740.0,Store A
2014-02-04,9651472.0,Store A
2014-02-05,8456987.0,Store A
2014-02-06,8226263.0,Store A
2014-02-07,8075318.0,Store A
2014-02-08,6387706.0,Store A
2014-02-09,190226.0,Store A
2014-02-10,6451410.0,Store A
2014-02-11,6056843.0,Store A
2014-02-12,6046448.0,Store A
2014-02-13,6180416.0,Store A
2014-02-14,7086640.0,Store A
2014-02-15,6293698.0,Store A
2014-02-16,190158.0,Store A
2014-02-17,10675316.0,Store A
2014-02-18,8708285.0,Store A
2014-02-19,7855918.0,Store A
2014-02-20,7738889.0,Store A
2014-02-21,7862313.0,Store A
2014-02-22,6123882.0,Store A
2014-02-23,185005.0,Store A
2014-02-24,6036002.0,Store A
2014-02-25,5697449.0,Store A
2014-02-26,5960448.0,Store A
2014-02-27,6006428.0,Store A
2014-02-28,7874307.0,Store A
2014-03-01,7088957.0,Store A
2014-03-02,225564.0,Store A
2014-03-03,10254710.0,Store A
2014-03-04,9211960.0,Store A
2014-03-05,8802968.0,Store A
2014-03-06,8444592.0,Store A
2014-03-07,8486290.0,Store A
2014-03-08,6075937.0,Store A
2014-03-09,187110.0,Store A
2014-03-10,6204784.0,Store A
2014-03-11,5906003.0,Store A
2014-03-12,5795093.0,Store A
2014-03-13,5898902.0,Store A
2014-03-14,6447567.0,Store A
2014-03-15,6310072.0,Store A
2014-03-16,213125.0,Store A
2014-03-17,10311703.0,Store A
2014-03-18,8426401.0,Store A
2014-03-19,7849900.0,Store A
2014-03-20,7179418.0,Store A
2014-03-21,7681649.0,Store A
2014-03-22,6176931.0,Store A
2014-03-23,217517.0,Store A
2014-03-24,6506590.0,Store A
2014-03-25,5909575.0,Store A
2014-03-26,5840946.0,Store A
2014-03-27,6024721.0,Store A
2014-03-28,6822072.0,Store A
2014-03-29,6248819.0,Store A
2014-03-30,207045.0,Store A
2014-03-31,12062933.0,Store A
2014-04-01,9114237.0,Store A
2014-04-02,8314447.0,Store A
2014-04-03,8215262.0,Store A
2014-04-04,8575005.0,Store A
2014-04-05,6560749.0,Store A
2014-04-06,223163.0,Store A
2014-04-07,6624706.0,Store A
2014-04-08,6248167.0,Store A
2014-04-09,6410230.0,Store A
2014-04-10,6524511.0,Store A
2014-04-11,6910251.0,Store A
2014-04-12,6388099.0,Store A
2014-04-13,241475.0,Store A
2014-04-14,11683139.0,Store A
2014-04-15,10668363.0,Store A
2014-04-16,10024850.0,Store A
2014-04-17,10357418.0,Store A
2014-04-18,222365.0,Store A
2014-04-19,8428009.0,Store A
2014-04-20,186799.0,Store A
2014-04-21,240988.0,Store A
2014-04-22,6971756.0,Store A
2014-04-23,5997676.0,Store A
2014-04-24,6039156.0,Store A
2014-04-25,6219955.0,Store A
2014-04-26,5968493.0,Store A
2014-04-27,219630.0,Store A
2014-04-28,10667908.0,Store A
2014-04-29,9457130.0,Store A
2014-04-30,10841040.0,Store A
2014-05-01,238077.0,Store A
2014-05-02,11310699.0,Store A
2014-05-03,6850332.0,Store A
2014-05-04,227506.0,Store A
2014-05-05,10797063.0,Store A
2014-05-06,9073871.0,Store A
2014-05-07,8451824.0,Store A
2014-05-08,8356504.0,Store A
2014-05-09,8722646.0,Store A
2014-05-10,6828031.0,Store A
2014-05-11,242817.0,Store A
2014-05-12,6383523.0,Store A
2014-05-13,6128627.0,Store A
2014-05-14,6141038.0,Store A
2014-05-15,6252912.0,Store A
2014-05-16,6515173.0,Store A
2014-05-17,6052688.0,Store A
2014-05-18,234786.0,Store A
2014-05-19,10104320.0,Store A
2014-05-20,8264365.0,Store A
2014-05-21,7727052.0,Store A
2014-05-22,7517793.0,Store A
2014-05-23,8177009.0,Store A
2014-05-24,6130815.0,Store A
2014-05-25,224097.0,Store A
2014-05-26,6489410.0,Store A
2014-05-27,6286135.0,Store A
2014-05-28,7944392.0,Store A
2014-05-29,292254.0,Store A
2014-05-30,9846892.0,Store A
2014-05-31,6880606.0,Store A
2014-06-01,264670.0,Store A
2014-06-02,11662688.0,Store A
2014-06-03,9598519.0,Store A
2014-06-04,8807342.0,Store A
2014-06-05,8812312.0,Store A
2014-06-06,8857173.0,Store A
2014-06-07,6731210.0,Store A
2014-06-08,275989.0,Store A
2014-06-09,288181.0,Store A
2014-06-10,7416071.0,Store A
2014-06-11,6688764.0,Store A
2014-06-12,6939204.0,Store A
2014-06-13,7068339.0,Store A
2014-06-14,6574173.0,Store A
2014-06-15,238273.0,Store A
2014-06-16,10692037.0,Store A
2014-06-17,9295150.0,Store A
2014-06-18,9059505.0,Store A
2014-06-19,3307766.0,Store A
2014-06-20,9683407.0,Store A
2014-06-21,6065789.0,Store A
2014-06-22,230668.0,Store A
2014-06-23,6604967.0,Store A
2014-06-24,6040970.0,Store A
2014-06-25,5977803.0,Store A
2014-06-26,5802491.0,Store A
2014-06-27,6910940.0,Store A
2014-06-28,6586535.0,Store A
2014-06-29,257513.0,Store A
2014-06-30,13308602.0,Store A
2014-07-01,8240050.0,Store A
2014-07-02,7708595.0,Store A
2014-07-03,7204662.0,Store A
2014-07-04,6518718.0,Store A
2014-07-05,5377184.0,Store A
2014-07-06,241423.0,Store A
2014-07-07,6059587.0,Store A
2014-07-08,5119383.0,Store A
2014-07-09,4959489.0,Store A
2014-07-10,5729302.0,Store A
2014-07-11,5791635.0,Store A
2014-07-12,5329624.0,Store A
2014-07-13,268130.0,Store A
2014-07-14,8607714.0,Store A
2014-07-15,7684994.0,Store A
2014-07-16,7177840.0,Store A
2014-07-17,6837176.0,Store A
2014-07-18,6647315.0,Store A
2014-07-19,4689269.0,Store A
2014-07-20,248092.0,Store A
2014-07-21,5690785.0,Store A
2014-07-22,5274595.0,Store A
2014-07-23,5068787.0,Store A
2014-07-24,5179026.0,Store A
2014-07-25,5493418.0,Store A
2014-07-26,4887412.0,Store A
2014-07-27,244638.0,Store A
2014-07-28,8536879.0,Store A
2014-07-29,7323566.0,Store A
2014-07-30,7468663.0,Store A
2014-07-31,8284756.0,Store A
2014-08-01,7544719.0,Store A
2014-08-02,5300445.0,Store A
2014-08-03,273058.0,Store A
2014-08-04,9062750.0,Store A
2014-08-05,7530345.0,Store A
2014-08-06,6709611.0,Store A
2014-08-07,6772684.0,Store A
2014-08-08,6571862.0,Store A
2014-08-09,4938926.0,Store A
2014-08-10,249646.0,Store A
2014-08-11,5850906.0,Store A
2014-08-12,5281785.0,Store A
2014-08-13,5149918.0,Store A
2014-08-14,5395023.0,Store A
2014-08-15,5595129.0,Store A
2014-08-16,5021534.0,Store A
2014-08-17,255808.0,Store A
2014-08-18,9250961.0,Store A
2014-08-19,7698449.0,Store A
2014-08-20,7022798.0,Store A
2014-08-21,6616202.0,Store A
2014-08-22,6638319.0,Store A
2014-08-23,4958030.0,Store A
2014-08-24,248837.0,Store A
2014-08-25,5750763.0,Store A
2014-08-26,5056366.0,Store A
2014-08-27,5167298.0,Store A
2014-08-28,5355611.0,Store A
2014-08-29,6562758.0,Store A
2014-08-30,5643050.0,Store A
2014-08-31,274884.0,Store A
2014-09-01,9737203.0,Store A
2014-09-02,7854744.0,Store A
2014-09-03,7170145.0,Store A
2014-09-04,6799830.0,Store A
2014-09-05,6908744.0,Store A
2014-09-06,5010762.0,Store A
2014-09-07,228115.0,Store A
2014-09-08,5655302.0,Store A
2014-09-09,5259862.0,Store A
2014-09-10,5220667.0,Store A
2014-09-11,5288519.0,Store A
2014-09-12,5479788.0,Store A
2014-09-13,5134569.0,Store A
2014-09-14,243543.0,Store A
2014-09-15,8724338.0,Store A
2014-09-16,7191134.0,Store A
2014-09-17,6513743.0,Store A
2014-09-18,6397477.0,Store A
2014-09-19,6550530.0,Store A
2014-09-20,4915671.0,Store A
2014-09-21,242302.0,Store A
2014-09-22,5277645.0,Store A
2014-09-23,4977122.0,Store A
2014-09-24,4805992.0,Store A
2014-09-25,4969583.0,Store A
2014-09-26,5320736.0,Store A
2014-09-27,4975386.0,Store A
2014-09-28,220642.0,Store A
2014-09-29,8548286.0,Store A
2014-09-30,8893788.0,Store A
2014-10-01,7702334.0,Store A
2014-10-02,8155792.0,Store A
2014-10-03,307988.0,Store A
2014-10-04,6426083.0,Store A
2014-10-05,225796.0,Store A
2014-10-06,9028634.0,Store A
2014-10-07,7332784.0,Store A
2014-10-08,6869767.0,Store A
2014-10-09,6816808.0,Store A
2014-10-10,7047404.0,Store A
2014-10-11,5190193.0,Store A
2014-10-12,240423.0,Store A
2014-10-13,5445980.0,Store A
2014-10-14,5213744.0,Store A
2014-10-15,5110401.0,Store A
2014-10-16,5179446.0,Store A
2014-10-17,5449686.0,Store A
2014-10-18,4945733.0,Store A
2014-10-19,204991.0,Store A
2014-10-20,8078830.0,Store A
2014-10-21,6677374.0,Store A
2014-10-22,6129832.0,Store A
2014-10-23,6463607.0,Store A
2014-10-24,6523289.0,Store A
2014-10-25,4894704.0,Store A
2014-10-26,219359.0,Store A
2014-10-27,5508341.0,Store A
2014-10-28,5163755.0,Store A
2014-10-29,5285015.0,Store A
2014-10-30,6271893.0,Store A
2014-10-31,6106412.0,Store A
2014-11-01,3522395.0,Store A
2014-11-02,213741.0,Store A
2014-11-03,9953793.0,Store A
2014-11-04,8181287.0,Store A
2014-11-05,7493001.0,Store A
2014-11-06,7184058.0,Store A
2014-11-07,7298281.0,Store A
2014-11-08,5629423.0,Store A
2014-11-09,177774.0,Store A
2014-11-10,8095306.0,Store A
2014-11-11,7083145.0,Store A
2014-11-12,6686356.0,Store A
2014-11-13,6750180.0,Store A
2014-11-14,7064885.0,Store A
2014-11-15,5576429.0,Store A
2014-11-16,203453.0,Store A
2014-11-17,5849735.0,Store A
2014-11-18,5367537.0,Store A
2014-11-19,4888765.0,Store A
2014-11-20,5575878.0,Store A
2014-11-21,5816514.0,Store A
2014-11-22,5522528.0,Store A
2014-11-23,198298.0,Store A
2014-11-24,9020315.0,Store A
2014-11-25,7868758.0,Store A
2014-11-26,7518283.0,Store A
2014-11-27,7867510.0,Store A
2014-11-28,9172722.0,Store A
2014-11-29,7305547.0,Store A
2014-11-30,242056.0,Store A
2014-12-01,10276971.0,Store A
2014-12-02,8843822.0,Store A
2014-12-03,8258019.0,Store A
2014-12-04,8554042.0,Store A
2014-12-05,9801856.0,Store A
2014-12-06,6479401.0,Store A
2014-12-07,196469.0,Store A
2014-12-08,6560015.0,Store A
2014-12-09,6329729.0,Store A
2014-12-10,5909802.0,Store A
2014-12-11,6156944.0,Store A
2014-12-12,6501211.0,Store A
2014-12-13,6779226.0,Store A
2014-12-14,218670.0,Store A
2014-12-15,12133381.0,Store A
2014-12-16,10621060.0,Store A
2014-12-17,9483386.0,Store A
2014-12-18,9808212.0,Store A
2014-12-19,9518489.0,Store A
2014-12-20,7956411.0,Store A
2014-12-21,259248.0,Store A
2014-12-22,11007641.0,Store A
2014-12-23,10712124.0,Store A
2014-12-24,4612716.0,Store A
2014-12-25,155386.0,Store A
2014-12-26,205238.0,Store A
2014-12-27,5710292.0,Store A
2014-12-28,218071.0,Store A
2014-12-29,7291426.0,Store A
2014-12-30,7665743.0,Store A
2014-12-31,3895591.0,Store A
2015-01-01,130162.0,Store A
2015-01-02,7561431.0,Store A
2015-01-03,6150311.0,Store A
2015-01-04,197193.0,Store A
2015-01-05,11303805.0,Store A
2015-01-06,6791481.0,Store A
2015-01-07,8621857.0,Store A
2015-01-08,7646645.0,Store A
2015-01-09,7945387.0,Store A
2015-01-10,6277742.0,Store A
2015-01-11,183367.0,Store A
2015-01-12,9840664.0,Store A
2015-01-13,8538569.0,Store A
2015-01-14,7881690.0,Store A
2015-01-15,7774935.0,Store A
2015-01-16,8456148.0,Store A
2015-01-17,6525692.0,Store A
2015-01-18,195778.0,Store A
2015-01-19,6386391.0,Store A
2015-01-20,5744162.0,Store A
2015-01-21,5882045.0,Store A
2015-01-22,5933913.0,Store A
2015-01-23,6326166.0,Store A
2015-01-24,5811369.0,Store A
2015-01-25,179028.0,Store A
2015-01-26,9401803.0,Store A
2015-01-27,8392342.0,Store A
2015-01-28,7930037.0,Store A
2015-01-29,8024066.0,Store A
2015-01-30,9454954.0,Store A
2015-01-31,7354597.0,Store A
2015-02-01,225556.0,Store A
2015-02-02,10291172.0,Store A
2015-02-03,8904680.0,Store A
2015-02-04,8136074.0,Store A
2015-02-05,7973916.0,Store A
2015-02-06,8439787.0,Store A
2015-02-07,6594669.0,Store A
2015-02-08,208209.0,Store A
2015-02-09,6477197.0,Store A
2015-02-10,6345089.0,Store A
2015-02-11,6393495.0,Store A
2015-02-12,6151076.0,Store A
2015-02-13,7212357.0,Store A
2015-02-14,6701361.0,Store A
2015-02-15,217257.0,Store A
2015-02-16,9321996.0,Store A
2015-02-17,8299474.0,Store A
2015-02-18,8058390.0,Store A
2015-02-19,8031173.0,Store A
2015-02-20,8094451.0,Store A
2015-02-21,6290922.0,Store A
2015-02-22,199419.0,Store A
2015-02-23,5984980.0,Store A
2015-02-24,6021986.0,Store A
2015-02-25,6028364.0,Store A
2015-02-26,6471718.0,Store A
2015-02-27,7778945.0,Store A
2015-02-28,7421745.0,Store A
2015-03-01,228942.0,Store A
2015-03-02,10933146.0,Store A
2015-03-03,9234921.0,Store A
2015-03-04,8421680.0,Store A
2015-03-05,8263354.0,Store A
2015-03-06,8504508.0,Store A
2015-03-07,6565020.0,Store A
2015-03-08,201341.0,Store A
2015-03-09,6765029.0,Store A
2015-03-10,6211021.0,Store A
2015-03-11,6272025.0,Store A
2015-03-12,6376255.0,Store A
2015-03-13,6942094.0,Store A
2015-03-14,6625997.0,Store A
2015-03-15,244505.0,Store A
2015-03-16,10877344.0,Store A
2015-03-17,8792886.0,Store A
2015-03-18,7993269.0,Store A
2015-03-19,8073881.0,Store A
2015-03-20,8291098.0,Store A
2015-03-21,6398094.0,Store A
2015-03-22,235852.0,Store A
2015-03-23,6788834.0,Store A
2015-03-24,6226359.0,Store A
2015-03-25,6073784.0,Store A
2015-03-26,6362734.0,Store A
2015-03-27,7078009.0,Store A
2015-03-28,6829093.0,Store A
2015-03-29,226242.0,Store A
2015-03-30,12371453.0,Store A
2015-03-31,11222913.0,Store A
2015-04-01,11102030.0,Store A
2015-04-02,11400447.0,Store A
2015-04-03,242473.0,Store A
2015-04-04,9366558.0,Store A
2015-04-05,217211.0,Store A
2015-04-06,272921.0,Store A
2015-04-07,7896155.0,Store A
2015-04-08,6790649.0,Store A
2015-04-09,6560475.0,Store A
2015-04-10,6669239.0,Store A
